Date,Type,Category,Amount
2025-11-08,Sale,Others,399.77
2025-11-08,Sale,Others,109.0
2025-11-08,Sale,Others,264.15
2025-11-08,Expense,Insurance,256.24
2025-11-08,Sale,Others,313.56
2025-11-08,Sale,Others,113.6
2025-11-08,Sale,Others,358.12
2025-11-09,Expense,Utilities,396.3
2025-11-09,Sale,Others,223.24
2025-11-09,Sale,Others,163.11
2025-11-09,Sale,Others,434.0
2025-11-09,Sale,Others,508.5
2025-11-09,Expense,Salaries,4114.87
2025-11-10,Sale,Others,512.73
2025-11-10,Sale,Others,379.54
2025-11-10,Sale,Others,159.45
2025-11-10,Sale,Others,212.24
2025-11-10,Expense,Insurance,262.61
2025-11-10,Sale,Others,319.08
2025-11-10,Sale,Others,403.92
2025-11-10,Sale,Others,424.56
2025-11-10,Expense,Utilities,475.36
2025-11-10,Sale,Others,271.95
2025-11-10,Sale,Others,158.25
2025-11-11,Sale,Others,316.38
2025-11-11,Expense,Marketing,317.52
2025-11-11,Sale,Others,275.8
2025-11-12,Sale,Others,200.84
2025-11-12,Sale,Others,265.45
2025-11-12,Sale,Others,278.65
2025-11-12,Sale,Others,222.76
2025-11-12,Expense,Taxes,431.9
2025-11-12,Sale,Others,157.92
2025-11-12,Sale,Others,308.58
2025-11-13,Expense,Supplies,549.99
2025-11-13,Sale,Others,202.48
2025-11-13,Sale,Others,201.44
2025-11-13,Sale,Others,434.32
2025-11-13,Sale,Others,56.31
2025-11-13,Sale,Others,51.21
2025-11-14,Sale,Others,257.75
2025-11-14,Sale,Others,353.99
2025-11-14,Expense,Marketing,725.38
2025-11-14,Sale,Others,448.56
2025-11-14,Sale,Others,422.48
2025-11-14,Expense,Taxes,213.02
2025-11-15,Sale,Others,439.2
2025-11-15,Sale,Others,301.68
2025-11-15,Sale,Others,516.78
2025-11-15,Expense,Insurance,262.44
2025-11-15,Sale,Others,467.73
2025-11-15,Sale,Others,55.99
2025-11-15,Expense,Salaries,5172.17
2025-11-16,Sale,Others,375.41
2025-11-16,Sale,Others,54.23
2025-11-16,Sale,Others,505.8
2025-11-16,Sale,Others,358.96
2025-11-17,Sale,Others,448.8
2025-11-17,Sale,Others,490.59
2025-11-18,Sale,Others,51.77
2025-11-18,Sale,Others,228.32
2025-11-18,Sale,Others,427.12
2025-11-18,Sale,Others,306.12
2025-11-19,Sale,Others,51.1
2025-11-19,Sale,Others,227.96
2025-11-19,Sale,Others,360.01
2025-11-19,Sale,Others,112.56
2025-11-19,Sale,Others,565.2
2025-11-20,Sale,Others,399.35
2025-11-20,Sale,Others,516.9
2025-11-20,Sale,Others,277.15
2025-11-20,Sale,Others,448.0
2025-11-21,Sale,Others,482.58
2025-11-21,Sale,Others,164.01
2025-11-21,Sale,Others,57.13
2025-11-22,Sale,Others,222.92
2025-11-22,Sale,Others,54.96
2025-11-23,Sale,Others,276.9
2025-11-23,Sale,Others,50.55
2025-11-23,Sale,Others,412.0
2025-11-23,Sale,Others,570.8
2025-11-24,Sale,Others,203.44
2025-11-24,Expense,Taxes,173.6
2025-11-25,Sale,Others,393.47
2025-11-25,Sale,Others,429.36
2025-11-25,Sale,Others,561.4
2025-11-25,Expense,Insurance,235.79
2025-11-25,Sale,Others,170.4
2025-11-26,Sale,Others,397.74
2025-11-26,Sale,Others,406.64
2025-11-26,Sale,Others,100.6
2025-11-27,Sale,Others,532.1
2025-11-27,Sale,Others,506.34
2025-11-27,Sale,Others,415.04
2025-11-27,Sale,Others,254.95
2025-11-27,Sale,Others,466.29
2025-11-27,Sale,Others,337.98
2025-11-28,Sale,Others,372.54
2025-11-28,Sale,Others,474.39
2025-11-28,Sale,Others,201.6
2025-11-28,Expense,Rent,2892.05
2025-11-28,Sale,Others,206.4
2025-11-28,Sale,Others,550.0
2025-11-29,Sale,Others,388.64
2025-11-29,Expense,Utilities,526.49
2025-11-30,Expense,Salaries,4476.37
2025-11-30,Sale,Others,159.21
2025-11-30,Expense,Others,44.67
2025-11-30,Sale,Others,407.28
2025-11-30,Sale,Others,452.88
2025-11-30,Sale,Others,446.96
2025-11-30,Sale,Others,106.68
2025-11-30,Sale,Others,303.48
2025-11-30,Sale,Others,449.44
2025-12-01,Sale,Others,159.96
2025-12-01,Sale,Others,399.84
2025-12-01,Sale,Others,225.36
2025-12-01,Sale,Others,113.4
2025-12-02,Sale,Others,227.32
2025-12-02,Sale,Others,550.1
2025-12-02,Sale,Others,374.92
2025-12-02,Sale,Others,400.48
2025-12-02,Sale,Others,476.82
2025-12-03,Sale,Others,103.16
2025-12-03,Sale,Others,113.24
2025-12-03,Sale,Others,277.8
2025-12-03,Expense,Supplies,582.66
2025-12-03,Sale,Others,226.48
2025-12-03,Expense,Rent,2580.43
2025-12-03,Sale,Others,269.8
2025-12-04,Sale,Others,507.9
2025-12-04,Sale,Others,459.12
2025-12-04,Sale,Others,221.6
2025-12-04,Sale,Others,401.52
2025-12-04,Sale,Others,461.79
2025-12-05,Sale,Others,201.4
2025-12-05,Sale,Others,549.2
2025-12-05,Sale,Others,406.8
2025-12-05,Sale,Others,254.75
2025-12-06,Sale,Others,448.88
2025-12-06,Sale,Others,448.64
2025-12-06,Sale,Others,276.3
2025-12-06,Sale,Others,504.45
2025-12-06,Sale,Others,114.34
2025-12-06,Sale,Others,375.27
2025-12-06,Sale,Others,500.1
2025-12-07,Sale,Others,544.3
2025-12-07,Sale,Others,112.34
2025-12-07,Sale,Others,101.6
2025-12-08,Sale,Others,383.81
2025-12-08,Sale,Others,530.4
2025-12-08,Sale,Others,106.64
2025-12-08,Sale,Others,310.14
2025-12-09,Sale,Others,332.76
2025-12-09,Sale,Others,286.85
2025-12-09,Sale,Others,456.56
2025-12-09,Sale,Others,154.92
2025-12-09,Sale,Others,258.45
2025-12-09,Sale,Others,482.22
2025-12-09,Expense,Maintenance,203.05
2025-12-10,Expense,Taxes,329.99
2025-12-10,Expense,Rent,2652.23
2025-12-10,Sale,Others,261.2
2025-12-10,Sale,Others,301.2
2025-12-10,Sale,Others,51.81
2025-12-10,Sale,Others,105.34
2025-12-10,Sale,Others,279.45
2025-12-10,Expense,Maintenance,76.68
2025-12-10,Sale,Others,513.9
2025-12-11,Sale,Others,435.84
2025-12-11,Sale,Others,358.75
2025-12-11,Sale,Others,510.39
2025-12-11,Sale,Others,378.84
2025-12-12,Sale,Others,207.6
2025-12-13,Sale,Others,54.15
2025-12-13,Sale,Others,360.78
2025-12-14,Sale,Others,323.58
2025-12-14,Sale,Others,520.9
2025-12-14,Sale,Others,367.99
2025-12-15,Sale,Others,414.88
2025-12-15,Sale,Others,458.8
2025-12-15,Sale,Others,405.2
2025-12-15,Sale,Others,203.64
2025-12-15,Sale,Others,107.3
2025-12-15,Expense,Supplies,673.01
2025-12-15,Expense,Insurance,239.11
2025-12-15,Sale,Others,306.96
2025-12-15,Sale,Others,500.1
2025-12-16,Sale,Others,106.72
2025-12-16,Sale,Others,105.1
2025-12-16,Sale,Others,533.2
2025-12-16,Sale,Others,162.54
2025-12-16,Sale,Others,261.4
2025-12-16,Sale,Others,50.56
2025-12-16,Sale,Others,227.08
2025-12-16,Sale,Others,510.03
2025-12-17,Sale,Others,201.88
2025-12-17,Sale,Others,450.54
2025-12-17,Sale,Others,276.65
2025-12-17,Sale,Others,163.74
2025-12-17,Sale,Others,227.48
2025-12-17,Sale,Others,334.02
2025-12-17,Sale,Others,384.37
2025-12-17,Sale,Others,263.05
2025-12-17,Sale,Others,112.38
2025-12-17,Sale,Others,375.62
2025-12-17,Sale,Others,481.05
2025-12-18,Sale,Others,106.48
2025-12-18,Sale,Others,453.2
2025-12-18,Sale,Others,466.2
2025-12-18,Sale,Others,572.1
2025-12-18,Expense,Rent,2597.68
2025-12-19,Sale,Others,280.65
2025-12-19,Sale,Others,367.85
2025-12-20,Expense,Others,160.38
2025-12-20,Sale,Others,104.74
2025-12-20,Sale,Others,106.94
2025-12-20,Sale,Others,54.2
2025-12-20,Sale,Others,368.2
2025-12-21,Sale,Others,327.12
2025-12-21,Sale,Others,203.08
2025-12-21,Sale,Others,225.68
2025-12-22,Sale,Others,156.72
2025-12-22,Sale,Others,518.1
2025-12-22,Sale,Others,55.62
2025-12-22,Sale,Others,153.09
2025-12-22,Sale,Others,163.41
2025-12-22,Sale,Others,470.07
2025-12-23,Sale,Others,500.04
2025-12-23,Sale,Others,573.5
2025-12-23,Sale,Others,111.08
2025-12-23,Sale,Others,521.8
2025-12-23,Sale,Others,51.37
2025-12-24,Sale,Others,358.75
2025-12-24,Sale,Others,263.85
2025-12-24,Sale,Others,397.25
2025-12-24,Sale,Others,213.44
2025-12-24,Sale,Others,50.01
2025-12-24,Expense,Salaries,4778.57
2025-12-24,Sale,Others,422.56
2025-12-24,Sale,Others,467.73
2025-12-25,Sale,Others,435.52
2025-12-25,Sale,Others,50.81
2025-12-25,Expense,Salaries,4832.15
2025-12-25,Sale,Others,506.97
2025-12-25,Sale,Others,205.36
2025-12-26,Sale,Others,54.22
2025-12-26,Sale,Others,104.24
2025-12-26,Sale,Others,359.45
2025-12-26,Expense,Others,61.14
2025-12-26,Sale,Others,250.6
2025-12-27,Sale,Others,151.95
2025-12-27,Sale,Others,54.92
2025-12-28,Sale,Others,431.28
2025-12-28,Expense,Rent,2842.43
2025-12-28,Sale,Others,330.48
2025-12-29,Expense,Utilities,357.25
2025-12-29,Sale,Others,378.7
2025-12-30,Sale,Others,405.52
2025-12-30,Sale,Others,495.27
2025-12-31,Sale,Others,509.2
2025-12-31,Sale,Others,50.73
2025-12-31,Sale,Others,55.15
2025-12-31,Sale,Others,438.16
2026-01-01,Sale,Others,112.92
2026-01-01,Sale,Others,152.01
2026-01-01,Expense,Insurance,222.59
2026-01-01,Sale,Others,374.01
2026-01-02,Sale,Others,110.58
2026-01-02,Sale,Others,401.73
2026-01-03,Sale,Others,222.68
2026-01-03,Sale,Others,421.76
2026-01-03,Sale,Others,54.26
2026-01-03,Sale,Others,412.0
2026-01-03,Sale,Others,165.18
2026-01-03,Sale,Others,341.1
2026-01-03,Expense,Salaries,5433.87
2026-01-04,Sale,Others,50.16
2026-01-04,Sale,Others,162.69
2026-01-04,Expense,Salaries,5123.89
2026-01-05,Sale,Others,477.54
2026-01-05,Sale,Others,252.1
2026-01-05,Sale,Others,554.3
2026-01-05,Sale,Others,536.6
2026-01-05,Sale,Others,223.12
2026-01-05,Sale,Others,374.85
2026-01-05,Sale,Others,207.48
2026-01-05,Expense,Maintenance,184.74
2026-01-05,Sale,Others,169.74
2026-01-05,Sale,Others,213.28
2026-01-06,Sale,Others,468.45
2026-01-06,Sale,Others,210.52
2026-01-06,Sale,Others,154.17
2026-01-06,Sale,Others,54.94
2026-01-06,Sale,Others,251.35
2026-01-07,Sale,Others,301.32
2026-01-07,Sale,Others,399.77
2026-01-07,Sale,Others,401.04
2026-01-07,Sale,Others,55.52
2026-01-07,Expense,Utilities,446.89
2026-01-07,Sale,Others,164.49
2026-01-08,Sale,Others,331.74
2026-01-08,Sale,Others,500.22
2026-01-08,Sale,Others,105.36
2026-01-08,Sale,Others,114.32
2026-01-08,Sale,Others,260.2
2026-01-08,Sale,Others,312.96
2026-01-08,Sale,Others,285.65
2026-01-08,Sale,Others,281.1
2026-01-08,Sale,Others,417.52
2026-01-09,Sale,Others,466.83
2026-01-09,Sale,Others,158.43
2026-01-09,Sale,Others,381.08
2026-01-09,Sale,Others,172.17
2026-01-10,Sale,Others,163.95
2026-01-10,Sale,Others,370.37
2026-01-10,Expense,Maintenance,83.01
2026-01-11,Expense,Maintenance,125.35
2026-01-11,Sale,Others,438.96
2026-01-11,Sale,Others,362.04
2026-01-11,Sale,Others,159.69
2026-01-11,Sale,Others,274.15
2026-01-12,Sale,Others,317.16
2026-01-12,Sale,Others,52.41
2026-01-12,Sale,Others,103.72
2026-01-12,Sale,Others,536.1
2026-01-12,Sale,Others,211.8
2026-01-12,Expense,Supplies,735.46
2026-01-12,Sale,Others,424.88
2026-01-13,Sale,Others,326.82
2026-01-13,Sale,Others,220.72
2026-01-13,Sale,Others,411.28
2026-01-13,Sale,Others,166.56
2026-01-13,Sale,Others,168.78
2026-01-13,Sale,Others,112.06
2026-01-14,Sale,Others,381.64
2026-01-14,Sale,Others,415.68
2026-01-14,Sale,Others,52.32
2026-01-14,Sale,Others,367.15
2026-01-14,Sale,Others,410.32
2026-01-15,Sale,Others,110.52
2026-01-15,Sale,Others,327.12
2026-01-15,Sale,Others,103.5
2026-01-15,Sale,Others,514.4
2026-01-16,Sale,Others,382.62
2026-01-16,Sale,Others,274.2
2026-01-16,Sale,Others,375.69
2026-01-17,Sale,Others,152.1
2026-01-17,Sale,Others,506.52
2026-01-17,Sale,Others,54.04
2026-01-17,Sale,Others,54.11
2026-01-17,Sale,Others,473.76
2026-01-18,Sale,Others,102.08
2026-01-18,Sale,Others,495.27
2026-01-18,Sale,Others,202.72
2026-01-18,Sale,Others,434.56
2026-01-18,Expense,Taxes,281.07
2026-01-19,Sale,Others,155.22
2026-01-19,Sale,Others,338.7
2026-01-19,Sale,Others,205.32
2026-01-20,Sale,Others,156.54
2026-01-20,Expense,Maintenance,294.23
2026-01-20,Sale,Others,252.9
2026-01-20,Sale,Others,486.45
2026-01-20,Sale,Others,113.14
2026-01-21,Expense,Rent,2980.45
2026-01-21,Sale,Others,56.8
2026-01-22,Sale,Others,50.86
2026-01-22,Sale,Others,54.22
2026-01-22,Sale,Others,55.71
2026-01-22,Sale,Others,273.0
2026-01-23,Sale,Others,280.8
2026-01-23,Sale,Others,360.85
2026-01-23,Sale,Others,153.57
2026-01-23,Sale,Others,217.0
2026-01-24,Sale,Others,112.66
2026-01-24,Sale,Others,325.98
2026-01-24,Sale,Others,264.5
2026-01-24,Sale,Others,377.93
2026-01-24,Sale,Others,216.4
2026-01-25,Sale,Others,151.23
2026-01-25,Expense,Maintenance,77.38
2026-01-25,Expense,Marketing,499.77
2026-01-25,Sale,Others,305.58
2026-01-26,Sale,Others,283.35
2026-01-26,Sale,Others,318.6
2026-01-27,Sale,Others,408.64
2026-01-27,Expense,Rent,2754.64
2026-01-27,Sale,Others,459.9
2026-01-27,Sale,Others,435.44
2026-01-27,Sale,Others,502.11
2026-01-28,Expense,Utilities,346.64
2026-01-28,Expense,Taxes,309.03
2026-01-28,Sale,Others,376.11
2026-01-28,Sale,Others,57.07
2026-01-28,Sale,Others,114.2
2026-01-28,Sale,Others,542.1
2026-01-28,Expense,Maintenance,276.49
2026-01-29,Sale,Others,56.04
2026-01-29,Expense,Insurance,289.28
2026-01-29,Sale,Others,101.92
2026-01-29,Sale,Others,459.76
2026-01-29,Expense,Utilities,503.46
2026-01-29,Sale,Others,338.64
2026-01-30,Sale,Others,340.26
2026-01-30,Sale,Others,51.95
2026-01-30,Sale,Others,304.26
2026-01-30,Sale,Others,51.62
2026-01-30,Sale,Others,338.82
2026-01-31,Sale,Others,51.05
2026-01-31,Sale,Others,487.53
2026-01-31,Expense,Insurance,219.89
2026-01-31,Sale,Others,401.66
2026-01-31,Sale,Others,114.32
2026-02-01,Sale,Others,101.02
2026-02-01,Sale,Others,464.4
2026-02-01,Sale,Others,282.75
2026-02-01,Sale,Others,55.04
2026-02-01,Sale,Others,156.15
2026-02-02,Sale,Others,286.3
2026-02-02,Sale,Others,454.86
2026-02-02,Sale,Others,375.83
2026-02-02,Sale,Others,110.9
2026-02-02,Sale,Others,269.35
2026-02-02,Sale,Others,541.8
2026-02-03,Sale,Others,377.09
2026-02-03,Sale,Others,338.58
2026-02-03,Sale,Others,150.78
2026-02-03,Sale,Others,467.1
2026-02-04,Sale,Others,464.22
2026-02-04,Sale,Others,532.9
2026-02-04,Sale,Others,203.4
2026-02-04,Sale,Others,324.36
2026-02-04,Expense,Maintenance,95.58
2026-02-04,Sale,Others,56.44
2026-02-04,Sale,Others,56.29
2026-02-04,Expense,Utilities,408.21
2026-02-04,Expense,Salaries,4321.85
2026-02-05,Sale,Others,56.02
2026-02-05,Sale,Others,558.6
2026-02-05,Sale,Others,51.32
2026-02-05,Sale,Others,215.48
2026-02-05,Sale,Others,100.18
2026-02-06,Sale,Others,114.96
2026-02-06,Sale,Others,353.64
2026-02-06,Sale,Others,460.17
2026-02-07,Sale,Others,56.83
2026-02-07,Sale,Others,111.96
2026-02-07,Sale,Others,250.3
2026-02-07,Sale,Others,556.3
2026-02-08,Expense,Taxes,491.73
2026-02-08,Sale,Others,565.1
2026-02-08,Sale,Others,464.31
2026-02-08,Expense,Rent,2611.38
2026-02-08,Sale,Others,400.24
2026-02-08,Sale,Others,425.04
2026-02-08,Sale,Others,452.0
2026-02-08,Sale,Others,153.21
2026-02-08,Sale,Others,383.11
2026-02-09,Sale,Others,56.65
2026-02-09,Sale,Others,503.55
2026-02-09,Sale,Others,468.27
2026-02-09,Sale,Others,206.2
2026-02-09,Sale,Others,53.16
2026-02-09,Sale,Others,501.12
2026-02-09,Sale,Others,216.0
2026-02-09,Sale,Others,108.38
2026-02-10,Sale,Others,509.31
2026-02-10,Sale,Others,331.08
2026-02-10,Sale,Others,554.9
2026-02-10,Sale,Others,476.82
2026-02-11,Sale,Others,106.04
2026-02-11,Sale,Others,568.6
2026-02-11,Sale,Others,326.52
2026-02-11,Sale,Others,53.17
2026-02-11,Sale,Others,568.5
2026-02-11,Sale,Others,53.32
2026-02-11,Sale,Others,106.56
2026-02-12,Sale,Others,104.7
2026-02-12,Sale,Others,154.8
2026-02-12,Sale,Others,454.56
2026-02-12,Sale,Others,506.8
2026-02-12,Sale,Others,418.8
2026-02-12,Sale,Others,108.12
2026-02-12,Expense,Rent,2733.29
2026-02-12,Sale,Others,537.0
2026-02-12,Sale,Others,574.5
2026-02-12,Expense,Rent,2532.87
2026-02-12,Sale,Others,104.72
2026-02-12,Sale,Others,210.24
2026-02-13,Sale,Others,537.2
2026-02-13,Sale,Others,394.8
2026-02-13,Sale,Others,541.0
2026-02-13,Sale,Others,220.16
2026-02-13,Sale,Others,163.56
2026-02-13,Expense,Rent,2729.85
2026-02-13,Sale,Others,152.19
2026-02-13,Sale,Others,332.82
2026-02-14,Sale,Others,489.06
2026-02-14,Expense,Maintenance,138.91
2026-02-15,Sale,Others,153.0
2026-02-15,Sale,Others,449.44
2026-02-15,Sale,Others,214.64
2026-02-16,Sale,Others,53.35
2026-02-16,Sale,Others,264.8
2026-02-16,Sale,Others,317.04
2026-02-17,Sale,Others,449.36
2026-02-17,Sale,Others,172.05
2026-02-17,Sale,Others,300.84
2026-02-18,Sale,Others,483.21
2026-02-18,Sale,Others,52.55
2026-02-18,Sale,Others,53.02
2026-02-18,Sale,Others,410.8
2026-02-18,Sale,Others,228.76
2026-02-18,Sale,Others,372.54
2026-02-18,Sale,Others,209.04
2026-02-18,Sale,Others,474.84
2026-02-18,Sale,Others,446.32
2026-02-18,Expense,Others,124.08
2026-02-19,Sale,Others,53.77
2026-02-19,Sale,Others,328.02
2026-02-19,Sale,Others,204.44
2026-02-19,Sale,Others,477.99
2026-02-19,Sale,Others,207.6
2026-02-19,Sale,Others,150.87
2026-02-19,Sale,Others,333.6
2026-02-19,Sale,Others,342.84
2026-02-19,Sale,Others,102.2
2026-02-20,Sale,Others,207.92
2026-02-20,Sale,Others,404.4
2026-02-20,Sale,Others,321.96
2026-02-20,Sale,Others,358.26
2026-02-21,Sale,Others,396.62
2026-02-22,Sale,Others,524.7
2026-02-22,Sale,Others,434.72
2026-02-22,Sale,Others,377.51
2026-02-22,Expense,Salaries,4384.37
2026-02-22,Expense,Others,131.12
2026-02-23,Sale,Others,319.44
2026-02-23,Sale,Others,338.1
2026-02-23,Sale,Others,57.33
2026-02-23,Expense,Maintenance,278.36
2026-02-24,Sale,Others,488.7
2026-02-24,Sale,Others,411.2
2026-02-25,Expense,Salaries,5405.5
2026-02-25,Expense,Insurance,258.28
2026-02-25,Sale,Others,542.2
2026-02-25,Sale,Others,218.44
2026-02-25,Sale,Others,271.25
2026-02-25,Sale,Others,251.55
2026-02-26,Sale,Others,561.8
2026-02-26,Sale,Others,303.18
2026-02-26,Sale,Others,275.25
