Date,Type,Category,Product,COGS_Unit,Quantity,Sale_Price,Total_Revenue,Total_Profit
2024-12-26,Expenses,Maintenance,Equipment Service,0.0,1,0.0,0.0,-454.36384431954116
2024-12-26,Expenses,Maintenance,Daily Cleaning,0.0,1,0.0,0.0,-294.0549499208646
2024-12-26,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-99.13767313804865
2024-12-26,Expenses,Supplies,Store Consumables,0.0,1,0.0,0.0,-446.2649021645674
2024-12-26,Expenses,Supplies,Packaging Materials,0.0,1,0.0,0.0,-451.01253702751234
2024-12-26,Sales,Meat,Tiger Shrimp (500g),400.0,5,650.0,3250.0,1250.0
2024-12-26,Sales,Others,Sunflower Oil (1L),115.0,1,155.0,155.0,40.0
2024-12-26,Sales,Produce,Ginger (100g),15.0,5,30.0,150.0,75.0
2024-12-26,Sales,Produce,Lady Finger (500g),25.0,5,45.0,225.0,100.0
2024-12-26,Sales,Dairy,Curd/Dahi (500g),35.0,5,55.0,275.0,100.0
2024-12-26,Sales,Others,Salt (1kg),20.0,1,28.0,28.0,8.0
2024-12-26,Sales,Others,Salt (1kg),20.0,5,28.0,140.0,40.0
2024-12-26,Sales,Bakery,Chocolate Cake (500g),350.0,5,550.0,2750.0,1000.0
2024-12-26,Sales,Bakery,Garlic Toast (Pack),50.0,2,90.0,180.0,80.0
2024-12-26,Sales,Dairy,Fresh Cream (250ml),55.0,3,75.0,225.0,60.0
2024-12-26,Sales,Bakery,Garlic Toast (Pack),50.0,4,90.0,360.0,160.0
2024-12-26,Sales,Bakery,Fruit Cake Slices (Pack),30.0,3,50.0,150.0,60.0
2024-12-26,Sales,Others,Ashirvaad Atta (5kg),245.0,5,295.0,1475.0,250.0
2024-12-26,Sales,Meat,Eggs - White (dz),70.0,1,90.0,90.0,20.0
2024-12-26,Sales,Produce,Red Onions (1kg),35.0,3,50.0,150.0,45.0
2024-12-26,Sales,Others,Sunflower Oil (1L),115.0,1,155.0,155.0,40.0
2024-12-26,Sales,Bakery,Cream Roll (Piece),10.0,3,20.0,60.0,30.0
2024-12-26,Sales,Meat,Pork Sausages (500g),280.0,1,450.0,450.0,170.0
2024-12-26,Sales,Produce,Red Onions (1kg),35.0,1,50.0,50.0,15.0
2024-12-26,Sales,Dairy,Fresh Cream (250ml),55.0,4,75.0,300.0,80.0
2024-12-26,Sales,Produce,Potatoes (1kg),25.0,4,40.0,160.0,60.0
2024-12-26,Sales,Dairy,Paneer (200g),75.0,4,110.0,440.0,140.0
2024-12-26,Sales,Bakery,Milk Bread (Large),35.0,4,45.0,180.0,40.0
2024-12-26,Sales,Bakery,Butter Cookies (200g),60.0,5,100.0,500.0,200.0
2024-12-26,Sales,Bakery,Pav Bun (6pk),25.0,5,40.0,200.0,75.0
2024-12-26,Sales,Others,Sugar (1kg),42.0,3,55.0,165.0,39.0
2024-12-26,Sales,Bakery,Milk Bread (Large),35.0,2,45.0,90.0,20.0
2024-12-26,Sales,Bakery,Brown Bread (Large),45.0,3,60.0,180.0,45.0
2024-12-26,Sales,Produce,Green Peas (500g),40.0,4,70.0,280.0,120.0
2024-12-26,Sales,Produce,Ginger (100g),15.0,2,30.0,60.0,30.0
2024-12-26,Sales,Dairy,Full Cream Milk (1L),62.0,3,72.0,216.0,30.0
2024-12-27,Sales,Dairy,Curd/Dahi (500g),35.0,2,55.0,110.0,40.0
2024-12-27,Sales,Bakery,Fruit Bun (2pk),20.0,4,35.0,140.0,60.0
2024-12-27,Sales,Meat,Chicken Breast (1kg),320.0,3,450.0,1350.0,390.0
2024-12-27,Sales,Produce,Lemon (4 units),10.0,4,20.0,80.0,40.0
2024-12-27,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,3,450.0,1350.0,450.0
2024-12-27,Sales,Bakery,Multigrain Bread (400g),55.0,1,75.0,75.0,20.0
2024-12-27,Sales,Dairy,Amul Butter (500g),240.0,2,285.0,570.0,90.0
2024-12-27,Sales,Produce,Papaya (1kg),40.0,1,70.0,70.0,30.0
2024-12-27,Sales,Meat,Chicken Breast (1kg),320.0,1,450.0,450.0,130.0
2024-12-27,Sales,Produce,Ginger (100g),15.0,3,30.0,90.0,45.0
2024-12-27,Sales,Produce,Bananas (12 units),40.0,3,60.0,180.0,60.0
2024-12-27,Sales,Meat,Chicken Sausages (250g),110.0,3,180.0,540.0,210.0
2024-12-27,Expenses,Maintenance,Equipment Service,0.0,1,0.0,0.0,-317.3058255477037
2024-12-27,Sales,Meat,Chicken Breast (1kg),320.0,5,450.0,2250.0,650.0
2024-12-27,Sales,Dairy,Flavoured Milk (200ml),25.0,2,40.0,80.0,30.0
2024-12-27,Sales,Others,Moong Dal (1kg),110.0,1,150.0,150.0,40.0
2024-12-27,Expenses,Supplies,Cleaning Agents,0.0,1,0.0,0.0,-392.40318318380156
2024-12-27,Sales,Meat,Chicken Curry Cut (1kg),180.0,2,260.0,520.0,160.0
2024-12-27,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-241.1460269979755
2024-12-27,Expenses,Others,Loading/Unloading,0.0,1,0.0,0.0,-90.6595607325517
2024-12-27,Expenses,Utilities,Gas Cylinder,0.0,1,0.0,0.0,-459.58262159147614
2024-12-27,Expenses,Marketing,Display Signs,0.0,1,0.0,0.0,-909.6165210924684
2024-12-27,Expenses,Utilities,Generator Fuel,0.0,1,0.0,0.0,-250.620840861412
2024-12-27,Expenses,Others,Petty Cash,0.0,1,0.0,0.0,-144.99721588189345
2024-12-27,Sales,Bakery,Cream Roll (Piece),10.0,3,20.0,60.0,30.0
2024-12-27,Sales,Meat,Eggs - White (dz),70.0,5,90.0,450.0,100.0
2024-12-27,Expenses,Utilities,Water Cans,0.0,1,0.0,0.0,-512.2940285370379
2024-12-27,Sales,Meat,Chicken Breast (1kg),320.0,4,450.0,1800.0,520.0
2024-12-27,Sales,Produce,Green Chillies (100g),10.0,1,20.0,20.0,10.0
2024-12-27,Sales,Others,Tea Leaves (500g),180.0,1,290.0,290.0,110.0
2024-12-27,Sales,Produce,Papaya (1kg),40.0,2,70.0,140.0,60.0
2024-12-27,Sales,Others,Instant Coffee (50g),120.0,4,195.0,780.0,300.0
2024-12-27,Sales,Others,Sugar (1kg),42.0,5,55.0,275.0,65.0
2024-12-27,Sales,Produce,Bananas (12 units),40.0,4,60.0,240.0,80.0
2024-12-27,Sales,Others,Moong Dal (1kg),110.0,2,150.0,300.0,80.0
2024-12-27,Sales,Bakery,Cream Roll (Piece),10.0,1,20.0,20.0,10.0
2024-12-27,Sales,Produce,Cauliflower (Piece),30.0,4,50.0,200.0,80.0
2024-12-27,Sales,Produce,Papaya (1kg),40.0,3,70.0,210.0,90.0
2024-12-27,Sales,Meat,Eggs - Brown (dz),90.0,4,125.0,500.0,140.0
2024-12-27,Sales,Meat,Pomfret Fish (Piece),250.0,2,450.0,900.0,400.0
2024-12-27,Sales,Bakery,Paneer Puff (Piece),18.0,4,35.0,140.0,68.0
2024-12-27,Sales,Dairy,Tonned Milk (1L),54.0,5,66.0,330.0,60.0
2024-12-27,Sales,Bakery,Garlic Toast (Pack),50.0,1,90.0,90.0,40.0
2024-12-27,Sales,Produce,Coriander Leaves (Bunch),5.0,2,10.0,20.0,10.0
2024-12-27,Sales,Produce,Lemon (4 units),10.0,1,20.0,20.0,10.0
2024-12-27,Sales,Others,Salt (1kg),20.0,5,28.0,140.0,40.0
2024-12-27,Sales,Meat,Tiger Shrimp (500g),400.0,1,650.0,650.0,250.0
2024-12-27,Sales,Bakery,Veg Patty (Piece),15.0,5,30.0,150.0,75.0
2024-12-27,Sales,Others,Toor Dal (1kg),140.0,3,185.0,555.0,135.0
2024-12-27,Sales,Produce,Bananas (12 units),40.0,2,60.0,120.0,40.0
2024-12-27,Sales,Produce,Cauliflower (Piece),30.0,3,50.0,150.0,60.0
2024-12-27,Sales,Others,Salt (1kg),20.0,5,28.0,140.0,40.0
2024-12-27,Sales,Produce,Coriander Leaves (Bunch),5.0,4,10.0,40.0,20.0
2024-12-28,Sales,Bakery,Paneer Puff (Piece),18.0,4,35.0,140.0,68.0
2024-12-28,Sales,Meat,Buff Meat (1kg),280.0,3,400.0,1200.0,360.0
2024-12-28,Sales,Meat,Chicken Breast (1kg),320.0,3,450.0,1350.0,390.0
2024-12-28,Sales,Produce,Coriander Leaves (Bunch),5.0,1,10.0,10.0,5.0
2024-12-28,Sales,Meat,Pomfret Fish (Piece),250.0,1,450.0,450.0,200.0
2024-12-28,Sales,Meat,Chicken Keema (500g),150.0,3,240.0,720.0,270.0
2024-12-28,Sales,Others,Sugar (1kg),42.0,2,55.0,110.0,26.0
2024-12-28,Sales,Bakery,Rusk / Toast (250g),40.0,1,65.0,65.0,25.0
2024-12-28,Sales,Meat,Chicken Curry Cut (1kg),180.0,2,260.0,520.0,160.0
2024-12-28,Expenses,Marketing,Social Media Boost,0.0,1,0.0,0.0,-651.2997403578096
2024-12-28,Sales,Meat,Chicken Curry Cut (1kg),180.0,1,260.0,260.0,80.0
2024-12-28,Sales,Meat,Pomfret Fish (Piece),250.0,5,450.0,2250.0,1000.0
2024-12-28,Expenses,Utilities,Water Cans,0.0,1,0.0,0.0,-441.8843792990047
2024-12-28,Expenses,Maintenance,Waste Disposal,0.0,1,0.0,0.0,-749.18605839234
2024-12-28,Expenses,Supplies,Packaging Materials,0.0,1,0.0,0.0,-347.5539429149818
2024-12-28,Expenses,Supplies,Cleaning Agents,0.0,1,0.0,0.0,-482.32192553795164
2024-12-28,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-260.7761735519294
2024-12-28,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-214.47202802000683
2024-12-28,Expenses,Utilities,Gas Cylinder,0.0,1,0.0,0.0,-480.653590675141
2024-12-28,Sales,Bakery,Fruit Bun (2pk),20.0,2,35.0,70.0,30.0
2024-12-28,Sales,Bakery,Pav Bun (6pk),25.0,4,40.0,160.0,60.0
2024-12-28,Sales,Bakery,Pav Bun (6pk),25.0,1,40.0,40.0,15.0
2024-12-28,Sales,Bakery,Brown Bread (Large),45.0,1,60.0,60.0,15.0
2024-12-28,Sales,Produce,Papaya (1kg),40.0,2,70.0,140.0,60.0
2024-12-28,Sales,Produce,Spinach/Palak (Bunch),15.0,3,25.0,75.0,30.0
2024-12-28,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,2,70.0,140.0,50.0
2024-12-28,Sales,Others,Maggi Noodles (Pack of 12),140.0,2,168.0,336.0,56.0
2024-12-28,Sales,Bakery,Paneer Puff (Piece),18.0,2,35.0,70.0,34.0
2024-12-28,Sales,Produce,Ginger (100g),15.0,1,30.0,30.0,15.0
2024-12-28,Sales,Bakery,Brown Bread (Large),45.0,2,60.0,120.0,30.0
2024-12-28,Sales,Bakery,Butter Cookies (200g),60.0,1,100.0,100.0,40.0
2024-12-28,Sales,Others,Ashirvaad Atta (5kg),245.0,4,295.0,1180.0,200.0
2024-12-28,Sales,Meat,Pomfret Fish (Piece),250.0,3,450.0,1350.0,600.0
2024-12-28,Sales,Produce,Green Peas (500g),40.0,3,70.0,210.0,90.0
2024-12-28,Sales,Others,Moong Dal (1kg),110.0,1,150.0,150.0,40.0
2024-12-28,Sales,Produce,Ginger (100g),15.0,4,30.0,120.0,60.0
2024-12-28,Sales,Bakery,Fruit Cake Slices (Pack),30.0,1,50.0,50.0,20.0
2024-12-28,Sales,Produce,Potatoes (1kg),25.0,4,40.0,160.0,60.0
2024-12-28,Sales,Bakery,Veg Patty (Piece),15.0,5,30.0,150.0,75.0
2024-12-28,Sales,Dairy,Curd/Dahi (500g),35.0,5,55.0,275.0,100.0
2024-12-28,Sales,Meat,Tiger Shrimp (500g),400.0,3,650.0,1950.0,750.0
2024-12-28,Sales,Produce,Pomegranate (1kg),140.0,5,200.0,1000.0,300.0
2024-12-28,Sales,Dairy,Condensed Milk (400g),125.0,1,160.0,160.0,35.0
2024-12-28,Sales,Others,Basmati Rice (5kg),450.0,5,750.0,3750.0,1500.0
2024-12-28,Sales,Produce,Desi Tomatoes (1kg),30.0,2,50.0,100.0,40.0
2024-12-28,Sales,Bakery,Fruit Bun (2pk),20.0,3,35.0,105.0,45.0
2024-12-29,Sales,Others,Red Chilli Powder (200g),60.0,5,95.0,475.0,175.0
2024-12-29,Sales,Produce,Green Chillies (100g),10.0,1,20.0,20.0,10.0
2024-12-29,Sales,Bakery,Rusk / Toast (250g),40.0,3,65.0,195.0,75.0
2024-12-29,Sales,Dairy,Full Cream Milk (1L),62.0,1,72.0,72.0,10.0
2024-12-29,Sales,Others,Basmati Rice (5kg),450.0,5,750.0,3750.0,1500.0
2024-12-29,Sales,Meat,Eggs - Brown (dz),90.0,2,125.0,250.0,70.0
2024-12-29,Sales,Produce,Lemon (4 units),10.0,1,20.0,20.0,10.0
2024-12-29,Sales,Bakery,Fruit Bun (2pk),20.0,4,35.0,140.0,60.0
2024-12-29,Sales,Dairy,Tonned Milk (1L),54.0,4,66.0,264.0,48.0
2024-12-29,Sales,Bakery,Brown Bread (Large),45.0,4,60.0,240.0,60.0
2024-12-29,Sales,Meat,Tiger Shrimp (500g),400.0,3,650.0,1950.0,750.0
2024-12-29,Sales,Produce,Pomegranate (1kg),140.0,1,200.0,200.0,60.0
2024-12-29,Sales,Bakery,Milk Bread (Large),35.0,3,45.0,135.0,30.0
2024-12-29,Sales,Meat,Chicken Sausages (250g),110.0,4,180.0,720.0,280.0
2024-12-29,Expenses,Marketing,Display Signs,0.0,1,0.0,0.0,-376.6530098468093
2024-12-29,Sales,Dairy,Probiotic Drink (5pk),60.0,5,85.0,425.0,125.0
2024-12-29,Sales,Bakery,Fruit Cake Slices (Pack),30.0,2,50.0,100.0,40.0
2024-12-29,Sales,Produce,Green Peas (500g),40.0,5,70.0,350.0,150.0
2024-12-29,Sales,Meat,Chicken Curry Cut (1kg),180.0,3,260.0,780.0,240.0
2024-12-29,Expenses,Utilities,Water Cans,0.0,1,0.0,0.0,-167.1855255681734
2024-12-29,Expenses,Utilities,Generator Fuel,0.0,1,0.0,0.0,-164.07048556167172
2024-12-29,Expenses,Maintenance,Daily Cleaning,0.0,1,0.0,0.0,-725.0701071316527
2024-12-29,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-240.70812050857455
2024-12-29,Expenses,Others,Transport/Logistics,0.0,1,0.0,0.0,-228.73129223971313
2024-12-29,Expenses,Others,Petty Cash,0.0,1,0.0,0.0,-277.17704382747013
2024-12-29,Expenses,Maintenance,Equipment Service,0.0,1,0.0,0.0,-486.9203619632388
2024-12-29,Expenses,Others,Petty Cash,0.0,1,0.0,0.0,-209.671429025904
2024-12-29,Sales,Dairy,Ghee (1L),550.0,1,680.0,680.0,130.0
2024-12-29,Expenses,Marketing,SMS Campaign,0.0,1,0.0,0.0,-773.385441442696
2024-12-29,Sales,Produce,Desi Tomatoes (1kg),30.0,3,50.0,150.0,60.0
2024-12-29,Expenses,Supplies,Cleaning Agents,0.0,1,0.0,0.0,-157.35019192334016
2024-12-29,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,4,70.0,280.0,100.0
2024-12-29,Sales,Produce,Pomegranate (1kg),140.0,5,200.0,1000.0,300.0
2024-12-29,Sales,Bakery,Multigrain Bread (400g),55.0,1,75.0,75.0,20.0
2024-12-29,Sales,Others,Red Chilli Powder (200g),60.0,2,95.0,190.0,70.0
2024-12-29,Sales,Produce,Pomegranate (1kg),140.0,1,200.0,200.0,60.0
2024-12-29,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,2,450.0,900.0,300.0
2024-12-29,Sales,Produce,Potatoes (1kg),25.0,1,40.0,40.0,15.0
2024-12-29,Sales,Others,Sugar (1kg),42.0,1,55.0,55.0,13.0
2024-12-29,Sales,Others,Ashirvaad Atta (5kg),245.0,4,295.0,1180.0,200.0
2024-12-29,Sales,Others,Marie Biscuit (Pack),25.0,3,40.0,120.0,45.0
2024-12-29,Sales,Produce,Bananas (12 units),40.0,3,60.0,180.0,60.0
2024-12-29,Sales,Meat,Chicken Breast (1kg),320.0,5,450.0,2250.0,650.0
2024-12-29,Sales,Others,Toor Dal (1kg),140.0,4,185.0,740.0,180.0
2024-12-29,Sales,Produce,Red Onions (1kg),35.0,4,50.0,200.0,60.0
2024-12-29,Sales,Dairy,Ghee (1L),550.0,4,680.0,2720.0,520.0
2024-12-29,Sales,Others,Red Chilli Powder (200g),60.0,2,95.0,190.0,70.0
2024-12-29,Sales,Produce,Pomegranate (1kg),140.0,5,200.0,1000.0,300.0
2024-12-29,Sales,Meat,Chicken Sausages (250g),110.0,5,180.0,900.0,350.0
2024-12-29,Sales,Produce,Coriander Leaves (Bunch),5.0,5,10.0,50.0,25.0
2024-12-29,Sales,Others,Moong Dal (1kg),110.0,4,150.0,600.0,160.0
2024-12-29,Sales,Dairy,Buttermilk/Chaas (500ml),15.0,2,25.0,50.0,20.0
2024-12-29,Sales,Bakery,Multigrain Bread (400g),55.0,4,75.0,300.0,80.0
2024-12-29,Sales,Meat,Eggs - Brown (dz),90.0,2,125.0,250.0,70.0
2024-12-29,Sales,Bakery,Nankhatai (250g),70.0,4,120.0,480.0,200.0
2024-12-29,Sales,Others,Salt (1kg),20.0,2,28.0,56.0,16.0
2024-12-29,Sales,Dairy,Ghee (1L),550.0,1,680.0,680.0,130.0
2024-12-29,Sales,Others,Basmati Rice (5kg),450.0,5,750.0,3750.0,1500.0
2024-12-29,Sales,Others,Basmati Rice (5kg),450.0,1,750.0,750.0,300.0
2024-12-29,Sales,Bakery,Nankhatai (250g),70.0,3,120.0,360.0,150.0
2024-12-29,Sales,Bakery,Pav Bun (6pk),25.0,5,40.0,200.0,75.0
2024-12-29,Sales,Dairy,Condensed Milk (400g),125.0,4,160.0,640.0,140.0
2024-12-30,Sales,Others,Basmati Rice (5kg),450.0,1,750.0,750.0,300.0
2024-12-30,Sales,Produce,Desi Tomatoes (1kg),30.0,5,50.0,250.0,100.0
2024-12-30,Sales,Others,Tea Leaves (500g),180.0,4,290.0,1160.0,440.0
2024-12-30,Sales,Produce,Cauliflower (Piece),30.0,3,50.0,150.0,60.0
2024-12-30,Sales,Dairy,Tonned Milk (1L),54.0,5,66.0,330.0,60.0
2024-12-30,Sales,Dairy,Flavoured Milk (200ml),25.0,5,40.0,200.0,75.0
2024-12-30,Sales,Bakery,Rusk / Toast (250g),40.0,5,65.0,325.0,125.0
2024-12-30,Sales,Others,Basmati Rice (5kg),450.0,5,750.0,3750.0,1500.0
2024-12-30,Sales,Bakery,Brown Bread (Large),45.0,2,60.0,120.0,30.0
2024-12-30,Sales,Meat,Bacon Strips (200g),250.0,5,420.0,2100.0,850.0
2024-12-30,Sales,Others,Salt (1kg),20.0,3,28.0,84.0,24.0
2024-12-30,Sales,Bakery,Veg Patty (Piece),15.0,2,30.0,60.0,30.0
2024-12-30,Sales,Others,Red Chilli Powder (200g),60.0,2,95.0,190.0,70.0
2024-12-30,Expenses,Supplies,Store Consumables,0.0,1,0.0,0.0,-343.7448097680764
2024-12-30,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,5,70.0,350.0,125.0
2024-12-30,Sales,Meat,Chicken Breast (1kg),320.0,3,450.0,1350.0,390.0
2024-12-30,Sales,Produce,Green Peas (500g),40.0,3,70.0,210.0,90.0
2024-12-30,Expenses,Marketing,Display Signs,0.0,1,0.0,0.0,-640.3004503528402
2024-12-30,Expenses,Supplies,Store Consumables,0.0,1,0.0,0.0,-102.67061924529557
2024-12-30,Expenses,Maintenance,Daily Cleaning,0.0,1,0.0,0.0,-421.23265505850515
2024-12-30,Expenses,Utilities,Water Cans,0.0,1,0.0,0.0,-297.9085512232555
2024-12-30,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-216.4313209979444
2024-12-30,Expenses,Supplies,Packaging Materials,0.0,1,0.0,0.0,-297.51800973878625
2024-12-30,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-400.13729328976535
2024-12-30,Expenses,Supplies,Cleaning Agents,0.0,1,0.0,0.0,-339.8685191533564
2024-12-30,Expenses,Marketing,Local Pamphlets,0.0,1,0.0,0.0,-658.1198430651555
2024-12-30,Sales,Produce,Red Onions (1kg),35.0,3,50.0,150.0,45.0
2024-12-30,Sales,Produce,Potatoes (1kg),25.0,1,40.0,40.0,15.0
2024-12-30,Sales,Dairy,Skimmed Milk Powder (500g),220.0,2,310.0,620.0,180.0
2024-12-30,Sales,Meat,Eggs - Brown (dz),90.0,2,125.0,250.0,70.0
2024-12-30,Sales,Meat,Chicken Breast (1kg),320.0,3,450.0,1350.0,390.0
2024-12-30,Sales,Dairy,Fresh Cream (250ml),55.0,5,75.0,375.0,100.0
2024-12-30,Sales,Produce,Green Peas (500g),40.0,5,70.0,350.0,150.0
2024-12-30,Sales,Others,Garam Masala (100g),50.0,2,90.0,180.0,80.0
2024-12-30,Sales,Dairy,Flavoured Milk (200ml),25.0,1,40.0,40.0,15.0
2024-12-30,Sales,Produce,Potatoes (1kg),25.0,2,40.0,80.0,30.0
2024-12-30,Sales,Meat,Tiger Shrimp (500g),400.0,3,650.0,1950.0,750.0
2024-12-30,Sales,Meat,Chicken Keema (500g),150.0,4,240.0,960.0,360.0
2024-12-30,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,5,70.0,350.0,125.0
2024-12-30,Sales,Dairy,Curd/Dahi (500g),35.0,4,55.0,220.0,80.0
2024-12-30,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,5,450.0,2250.0,750.0
2024-12-30,Sales,Dairy,Fresh Cream (250ml),55.0,2,75.0,150.0,40.0
2024-12-30,Sales,Others,Instant Coffee (50g),120.0,1,195.0,195.0,75.0
2024-12-30,Sales,Meat,Mutton/Lamb (1kg),750.0,2,950.0,1900.0,400.0
2024-12-30,Sales,Others,Ashirvaad Atta (5kg),245.0,2,295.0,590.0,100.0
2024-12-30,Sales,Meat,Chicken Drumsticks (500g),140.0,5,220.0,1100.0,400.0
2024-12-30,Sales,Bakery,Chocolate Cake (500g),350.0,2,550.0,1100.0,400.0
2024-12-30,Sales,Dairy,Buttermilk/Chaas (500ml),15.0,3,25.0,75.0,30.0
2024-12-30,Sales,Produce,Coriander Leaves (Bunch),5.0,3,10.0,30.0,15.0
2024-12-30,Sales,Dairy,Ghee (1L),550.0,5,680.0,3400.0,650.0
2024-12-30,Sales,Dairy,Curd/Dahi (500g),35.0,1,55.0,55.0,20.0
2024-12-30,Sales,Bakery,Fruit Bun (2pk),20.0,5,35.0,175.0,75.0
2024-12-30,Sales,Bakery,Butter Cookies (200g),60.0,5,100.0,500.0,200.0
2024-12-30,Sales,Others,Toor Dal (1kg),140.0,1,185.0,185.0,45.0
2024-12-30,Sales,Others,Toor Dal (1kg),140.0,1,185.0,185.0,45.0
2024-12-30,Sales,Dairy,Probiotic Drink (5pk),60.0,4,85.0,340.0,100.0
2024-12-30,Sales,Dairy,Probiotic Drink (5pk),60.0,3,85.0,255.0,75.0
2024-12-30,Sales,Meat,Rohu Fish (1kg),160.0,2,240.0,480.0,160.0
2024-12-30,Sales,Bakery,Cream Roll (Piece),10.0,3,20.0,60.0,30.0
2024-12-31,Sales,Meat,Buff Meat (1kg),280.0,2,400.0,800.0,240.0
2024-12-31,Sales,Meat,Chicken Breast (1kg),320.0,5,450.0,2250.0,650.0
2024-12-31,Sales,Bakery,Fruit Cake Slices (Pack),30.0,4,50.0,200.0,80.0
2024-12-31,Sales,Bakery,Nankhatai (250g),70.0,3,120.0,360.0,150.0
2024-12-31,Sales,Meat,Katla Fish (1kg),190.0,4,280.0,1120.0,360.0
2024-12-31,Sales,Dairy,Curd/Dahi (500g),35.0,3,55.0,165.0,60.0
2024-12-31,Sales,Meat,Chicken Drumsticks (500g),140.0,1,220.0,220.0,80.0
2024-12-31,Sales,Meat,Eggs - White (dz),70.0,2,90.0,180.0,40.0
2024-12-31,Sales,Produce,Bananas (12 units),40.0,1,60.0,60.0,20.0
2024-12-31,Sales,Meat,Chicken Sausages (250g),110.0,1,180.0,180.0,70.0
2024-12-31,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-193.75746738361545
2024-12-31,Sales,Meat,Mutton/Lamb (1kg),750.0,4,950.0,3800.0,800.0
2024-12-31,Sales,Dairy,Cheese Slices (10pk),130.0,2,175.0,350.0,90.0
2024-12-31,Expenses,Others,Transport/Logistics,0.0,1,0.0,0.0,-131.0370566333477
2024-12-31,Expenses,Utilities,Generator Fuel,0.0,1,0.0,0.0,-308.36284811723823
2024-12-31,Expenses,Marketing,Display Signs,0.0,1,0.0,0.0,-950.7591629051043
2024-12-31,Expenses,Marketing,SMS Campaign,0.0,1,0.0,0.0,-858.9007872513374
2024-12-31,Expenses,Maintenance,Equipment Service,0.0,1,0.0,0.0,-730.3096970546557
2024-12-31,Expenses,Others,Transport/Logistics,0.0,1,0.0,0.0,-149.70536061588263
2024-12-31,Expenses,Others,Transport/Logistics,0.0,1,0.0,0.0,-236.2192210108239
2024-12-31,Sales,Meat,Katla Fish (1kg),190.0,1,280.0,280.0,90.0
2024-12-31,Sales,Others,Ashirvaad Atta (5kg),245.0,3,295.0,885.0,150.0
2024-12-31,Sales,Meat,Buff Meat (1kg),280.0,1,400.0,400.0,120.0
2024-12-31,Sales,Others,Sunflower Oil (1L),115.0,2,155.0,310.0,80.0
2024-12-31,Sales,Bakery,Fruit Bun (2pk),20.0,3,35.0,105.0,45.0
2024-12-31,Sales,Produce,Coriander Leaves (Bunch),5.0,3,10.0,30.0,15.0
2024-12-31,Sales,Produce,Green Peas (500g),40.0,2,70.0,140.0,60.0
2024-12-31,Sales,Meat,Eggs - White (dz),70.0,1,90.0,90.0,20.0
2024-12-31,Sales,Dairy,Amul Butter (500g),240.0,1,285.0,285.0,45.0
2024-12-31,Sales,Bakery,Fruit Cake Slices (Pack),30.0,4,50.0,200.0,80.0
2024-12-31,Sales,Dairy,Buttermilk/Chaas (500ml),15.0,3,25.0,75.0,30.0
2024-12-31,Sales,Dairy,Flavoured Milk (200ml),25.0,5,40.0,200.0,75.0
2024-12-31,Sales,Meat,Chicken Drumsticks (500g),140.0,1,220.0,220.0,80.0
2024-12-31,Sales,Bakery,Brown Bread (Large),45.0,1,60.0,60.0,15.0
2024-12-31,Sales,Meat,Mutton/Lamb (1kg),750.0,5,950.0,4750.0,1000.0
2024-12-31,Sales,Others,Moong Dal (1kg),110.0,4,150.0,600.0,160.0
2024-12-31,Sales,Dairy,Condensed Milk (400g),125.0,4,160.0,640.0,140.0
2024-12-31,Sales,Others,Sugar (1kg),42.0,1,55.0,55.0,13.0
2024-12-31,Sales,Others,Sunflower Oil (1L),115.0,1,155.0,155.0,40.0
2024-12-31,Sales,Bakery,Pav Bun (6pk),25.0,4,40.0,160.0,60.0
2024-12-31,Sales,Meat,Chicken Sausages (250g),110.0,2,180.0,360.0,140.0
2024-12-31,Sales,Meat,Buff Meat (1kg),280.0,5,400.0,2000.0,600.0
2024-12-31,Sales,Dairy,Skimmed Milk Powder (500g),220.0,1,310.0,310.0,90.0
2024-12-31,Sales,Dairy,Paneer (200g),75.0,2,110.0,220.0,70.0
2024-12-31,Sales,Meat,Eggs - Brown (dz),90.0,2,125.0,250.0,70.0
2024-12-31,Sales,Bakery,Cream Roll (Piece),10.0,5,20.0,100.0,50.0
2024-12-31,Sales,Others,Moong Dal (1kg),110.0,5,150.0,750.0,200.0
2025-01-01,Sales,Bakery,Multigrain Bread (400g),55.0,3,75.0,225.0,60.0
2025-01-01,Sales,Dairy,Full Cream Milk (1L),62.0,3,72.0,216.0,30.0
2025-01-01,Sales,Dairy,Ghee (1L),550.0,4,680.0,2720.0,520.0
2025-01-01,Sales,Produce,Bananas (12 units),40.0,4,60.0,240.0,80.0
